"VEHICLE: CARGO VAN, SPRINTER, CUBE VAN, STRAIGHT TRUCK, TRACTOR",DISTANCE: Miles,"PICKUP STATE: eg - TX, MI","DESTINATION STATE: eg - WI, IL","PICKUP CITY: eg - LAREDO, DALLAS","DESTINATION CITY: eg - HOPKINSVILLE, DALLAS",PICKUP DATE: dd-mm-yyyy,DELIVERY DATE: dd-mm-yyyy,Enter Your Bid Price
STRAIGHT TRUCK,275,KY,AL,LEBANON,HUNTSVILLE,26-10-2022,27-10-2022,0
SPRINTER,1350,IL,TX,BELLWOOD,LAREDO,26-10-2022,28-10-2022,0
SPRINTER,1496,OH,TX,DELAWARE,LAREDO,26-10-2022,28-10-2022,0
TRACTOR,374,CU,TX,CENTRO,LAREDO,26-10-2022,28-10-2022,0
SPRINTER,2131,MA,TX,EASTHAMPTON,LAREDO,26-10-2022,28-10-2022,0
CARGO VAN,1618,TX,MI,LAREDO,HIGHLAND PARK,26-10-2022,28-10-2022,0
SPRINTER,1574,OH,TX,NORWALK,LAREDO,26-10-2022,28-10-2022,0
CUBE VAN,499,NX,JA,AGUA FRÍA,EL SALTO,26-10-2022,27-10-2022,0
CARGO VAN,548,MN,OH,WINONA,TOLEDO,26-10-2022,27-10-2022,0
SPRINTER,1240,KY,TX,RUSSELL SPRINGS,LAREDO,26-10-2022,27-10-2022,0
CARGO VAN,1286,AL,TX,ELKMONT,EL PASO,26-10-2022,27-10-2022,0
STRAIGHT TRUCK,1552,MI,TX,SPRING ARBOR,LAREDO,26-10-2022,28-10-2022,0
STRAIGHT TRUCK,770,MI,MS,GRAND RAPIDS,BLUE SPRINGS,26-10-2022,27-10-2022,0
CUBE VAN,1161,TN,TX,DECHERD,LAREDO,26-10-2022,28-10-2022,0
TRACTOR,1642,SL,KY,SAN LUIS POTOSÍ,GLASGOW,26-10-2022,28-10-2022,0
SPRINTER,1640,MI,TX,AUBURN HILLS,LAREDO,26-10-2022,28-10-2022,0
STRAIGHT TRUCK,1046,TX,AL,LAREDO,PELL CITY,26-10-2022,27-10-2022,0
CARGO VAN,131,OH,KY,VANDALIA,GEORGETOWN,25-10-2022,26-10-2022,0
TRACTOR,1751,CU,MI,SALTILLO,DETROIT,25-10-2022,28-10-2022,0
STRAIGHT TRUCK,1458,TX,MI,LAREDO,BENTON HARBOR,25-10-2022,27-10-2022,0
SPRINTER,1736,TX,ON,LAREDO,LONDON,25-10-2022,28-10-2022,0
STRAIGHT TRUCK,1340,IN,TX,COLUMBUS,LAREDO,25-10-2022,27-10-2022,0
CARGO VAN,1520,VA,TX,DANVILLE,LAREDO,25-10-2022,28-10-2022,0
CARGO VAN,388,TX,AZ,EL PASO,NOGALES,25-10-2022,26-10-2022,0
SPRINTER,543,KY,MO,SHELBYVILLE,CLAYCOMO,20-10-2022,21-10-2022,0
SPRINTER,1684,TX,MI,EL PASO,YPSILANTI,20-10-2022,22-10-2022,0
SPRINTER,1736,TX,ON,LAREDO,LONDON,20-10-2022,22-10-2022,0
SPRINTER,1432,TX,IL,PHARR,BELVIDERE,20-10-2022,22-10-2022,0
SPRINTER,1505,SL,AL,VILLA DE REYES,ALABASTER,20-10-2022,23-10-2022,0
TRACTOR,1729,SL,KY,SAN LUIS POTOSÍ,LOUISVILLE,20-10-2022,23-10-2022,0
SPRINTER,1754,TX,MI,EL PASO,MOUNT CLEMENS,20-10-2022,22-10-2022,0
CARGO VAN,1666,TX,MI,EL PASO,TEMPERANCE,20-10-2022,22-10-2022,0
CARGO VAN,1693,TX,MI,EL PASO,ROMULUS,20-10-2022,22-10-2022,0
STRAIGHT TRUCK,1555,MI,TX,WHITEHALL,LAREDO,20-10-2022,22-10-2022,0
CARGO VAN,891,AR,OH,SILOAM SPRINGS,LORAIN,20-10-2022,21-10-2022,0
CARGO VAN,1240,KY,TX,RUSSELL SPRINGS,LAREDO,20-10-2022,21-10-2022,0
CUBE VAN,628,IA,OK,DAVENPORT,TULSA,20-10-2022,21-10-2022,0
SPRINTER,1554,TX,OH,LAREDO,TOLEDO,20-10-2022,22-10-2022,0
CARGO VAN,1804,NY,TX,AMHERST,LAREDO,20-10-2022,22-10-2022,0
CARGO VAN,1739,ON,TX,LONDON,LAREDO,20-10-2022,22-10-2022,0
SPRINTER,409,KY,NC,BOWLING GREEN,NEWTON,20-10-2022,20-10-2022,0
CARGO VAN,562,SC,OH,FOUNTAIN INN,LIMA,20-10-2022,20-10-2022,0
CARGO VAN,1640,MI,TX,AUBURN HILLS,LAREDO,20-10-2022,21-10-2022,0
TRACTOR,1217,IN,TX,TROY,LAREDO,19-10-2022,21-10-2022,0
STRAIGHT TRUCK,1458,TX,MI,LAREDO,BENTON HARBOR,19-10-2022,20-10-2022,0
SPRINTER,745,TN,MI,MEMPHIS,WARREN,19-10-2022,20-10-2022,0
SPRINTER,2179,EM,OH,PARQUE INDUSTRIAL TOLUCA,LANCASTER,19-10-2022,22-10-2022,0
STRAIGHT TRUCK,1760,MI,NX,DETROIT,APODACA CENTRO,19-10-2022,22-10-2022,0
SPRINTER,1695,TX,MI,MCALLEN,DETROIT,13-10-2022,15-10-2022,0
TRACTOR,1356,IL,TX,BELLWOOD,LAREDO,13-10-2022,15-10-2022,0
TRACTOR,698,IL,NC,CHICAGO,MORGANTON,13-10-2022,17-10-2022,0
SPRINTER,1754,TX,MI,EL PASO,MOUNT CLEMENS,13-10-2022,15-10-2022,0
SPRINTER,1811,GJ,KY,COECILLO,LOUISVILLE,13-10-2022,17-10-2022,0
CARGO VAN,1720,TX,MI,EL PASO,DEARBORN,13-10-2022,15-10-2022,0
SPRINTER,622,AR,KY,SILOAM SPRINGS,LOUISVILLE,13-10-2022,14-10-2022,0
TRACTOR,2031,TL,KY,LA CIÉNEGA,HEBRON,13-10-2022,18-10-2022,0
STRAIGHT TRUCK,1836,QA,KY,QUERÉTARO,LOUISVILLE,13-10-2022,17-10-2022,0
SPRINTER,1733,TX,MI,EL PASO,DETROIT,13-10-2022,17-10-2022,0
STRAIGHT TRUCK,1614,TX,MI,LAREDO,DEARBORN,13-10-2022,17-10-2022,0
SPRINTER,1643,MI,TX,ROCHESTER,LAREDO,13-10-2022,17-10-2022,0
SPRINTER,1638,MI,TX,CLINTON TOWNSHIP,LAREDO,13-10-2022,15-10-2022,0
CARGO VAN,2055,SL,OH,SAN LUIS POTOSÍ,STRONGSVILLE,13-10-2022,17-10-2022,0
SPRINTER,1731,TX,MI,EL PASO,DETROIT,13-10-2022,15-10-2022,0
STRAIGHT TRUCK,1270,TX,KY,LAREDO,LOUISVILLE,13-10-2022,15-10-2022,0
CARGO VAN,583,WI,OH,PRAIRIE DU CHIEN,BROOK PARK,13-10-2022,14-10-2022,0
CUBE VAN,1639,MI,TX,DEARBORN,LAREDO,13-10-2022,15-10-2022,0
CUBE VAN,2184,MA,TX,ACTON,LAREDO,13-10-2022,17-10-2022,0
SPRINTER,1614,TX,MI,LAREDO,LIVONIA,13-10-2022,17-10-2022,0
CARGO VAN,1642,MI,TX,MADISON HEIGHTS,LAREDO,13-10-2022,15-10-2022,0
STRAIGHT TRUCK,1299,SC,TX,GREER,LAREDO,13-10-2022,15-10-2022,0
CARGO VAN,650,AR,IL,SPRINGDALE,CHICAGO,13-10-2022,14-10-2022,0
CARGO VAN,1650,MI,TX,MADISON HEIGHTS,LAREDO,13-10-2022,17-10-2022,0
TRACTOR,1277,TX,KY,LAREDO,LOUISVILLE,13-10-2022,15-10-2022,0
TRACTOR,1816,GJ,TN,SILAO,CLINTON,13-10-2022,17-10-2022,0
CUBE VAN,252,TX,NX,LAREDO,GUADALUPE,13-10-2022,13-10-2022,0
SPRINTER,188,TX,TX,LOS INDIOS,LAREDO,13-10-2022,13-10-2022,0
CARGO VAN,532,IN,MS,GREENFIELD,BLUE SPRINGS,13-10-2022,13-10-2022,0
SPRINTER,127,KY,TN,BOWLING GREEN,SPARTA,13-10-2022,13-10-2022,0
TRACTOR,317,KY,MI,FLORENCE,FLINT,13-10-2022,13-10-2022,0
STRAIGHT TRUCK,779,TX,PU,LAREDO,ARBOLEDAS DE MORATILLA,12-10-2022,13-10-2022,0
TRACTOR,769,TX,PU,LAREDO,SAN FRANCISCO OCOTLÁN,06-10-2022,08-10-2022,0
CARGO VAN,1644,MI,TX,STERLING HEIGHTS,LAREDO,06-10-2022,08-10-2022,0
TRACTOR,528,OH,TN,SHEFFIELD VILLAGE,SMITHVILLE,06-10-2022,07-10-2022,0
SPRINTER,1766,PA,TX,RIDGWAY,LAREDO,06-10-2022,08-10-2022,0
CUBE VAN,1161,TN,TX,DECHERD,LAREDO,06-10-2022,08-10-2022,0
CARGO VAN,1585,UT,KY,OGDEN,LOUISVILLE,06-10-2022,07-10-2022,0
CARGO VAN,1543,MI,TX,GRAND RAPIDS,LAREDO,06-10-2022,08-10-2022,0
CARGO VAN,703,TX,TX,EL PASO,LAREDO,06-10-2022,07-10-2022,0
TRACTOR,274,IN,IL,COLUMBIA CITY,EAST MOLINE,06-10-2022,07-10-2022,0
TRACTOR,689,KY,ON,BOWLING GREEN,ARTHUR,06-10-2022,07-10-2022,0
SPRINTER,950,TX,MO,EL PASO,KANSAS CITY,06-10-2022,07-10-2022,0
SPRINTER,409,KY,NC,BOWLING GREEN,NEWTON,06-10-2022,07-10-2022,0
STRAIGHT TRUCK,1470,TX,IN,LAREDO,SPENCERVILLE,06-10-2022,08-10-2022,0
CARGO VAN,1645,MI,TX,NEW BALTIMORE,LAREDO,06-10-2022,08-10-2022,0
SPRINTER,367,OH,KY,TOLEDO,RUSSELL SPRINGS,06-10-2022,06-10-2022,0
SPRINTER,409,KY,NC,BOWLING GREEN,NEWTON,05-10-2022,06-10-2022,0
STRAIGHT TRUCK,409,KY,NC,BOWLING GREEN,NEWTON,05-10-2022,06-10-2022,0
CARGO VAN,1575,TX,MI,LAREDO,LANSING,05-10-2022,07-10-2022,0
STRAIGHT TRUCK,184,MI,OH,GRAND RAPIDS,TOLEDO,05-10-2022,06-10-2022,0
SPRINTER,981,TX,MO,LAREDO,CLAYCOMO,05-10-2022,06-10-2022,0
SPRINTER,1477,TX,KY,EL PASO,LOUISVILLE,05-10-2022,06-10-2022,0
SPRINTER,1609,TX,MI,LAREDO,DETROIT,05-10-2022,07-10-2022,0
STRAIGHT TRUCK,1350,IN,TX,GREENFIELD,LAREDO,05-10-2022,07-10-2022,0
CUBE VAN,1468,TX,KY,EL PASO,LOUISVILLE,05-10-2022,06-10-2022,0
CUBE VAN,1688,TX,MI,EL PASO,WAYNE,05-10-2022,07-10-2022,0
CARGO VAN,1610,MI,TX,HOWELL,LAREDO,05-10-2022,07-10-2022,0
CUBE VAN,1635,CA,MO,CYPRESS,LIBERTY,05-10-2022,07-10-2022,0
SPRINTER,1721,TX,MI,PHARR,DETROIT,05-10-2022,07-10-2022,0
CUBE VAN,1890,IN,SL,RICHMOND,VILLA DE REYES,05-10-2022,08-10-2022,0
SPRINTER,1375,MN,TX,WINONA,LAREDO,05-10-2022,07-10-2022,0
SPRINTER,2332,MI,PU,WATERFORD,CHACHAPA,05-10-2022,08-10-2022,0
STRAIGHT TRUCK,2182,MI,JA,MUSKEGON,JADE,05-10-2022,08-10-2022,0
CUBE VAN,1640,MI,TX,AUBURN HILLS,LAREDO,29-09-2022,01-10-2022,0
CARGO VAN,2186,GJ,MI,GUANAJUATO,DEARBORN,29-09-2022,03-10-2022,0
CARGO VAN,1624,TX,MI,LAREDO,WARREN,29-09-2022,03-10-2022,0
TRACTOR,1110,TX,TN,DEL RIO,SMYRNA,29-09-2022,30-09-2022,0
SPRINTER,1368,IL,TX,PARK FOREST,LAREDO,29-09-2022,01-10-2022,0
CUBE VAN,1607,TX,MI,DEL RIO,DETROIT,29-09-2022,03-10-2022,0
TRACTOR,1623,TX,MI,LAREDO,HIGHLAND PARK,29-09-2022,01-10-2022,0
SPRINTER,1043,MO,TX,MOBERLY,LAREDO,29-09-2022,30-09-2022,0
CARGO VAN,2168,QA,MI,QUERÉTARO,FLAT ROCK,29-09-2022,03-10-2022,0
CARGO VAN,1723,TX,MI,EL PASO,DETROIT,29-09-2022,03-10-2022,0
SPRINTER,669,SC,MI,CHERAW,DUNDEE,29-09-2022,30-09-2022,0
STRAIGHT TRUCK,1190,TN,TX,CLEVELAND,LAREDO,29-09-2022,01-10-2022,0
CUBE VAN,2008,AZ,MI,NOGALES,DETROIT,29-09-2022,01-10-2022,0
CUBE VAN,1609,MI,TX,LIVONIA,DEL RIO,29-09-2022,01-10-2022,0
CUBE VAN,1824,PA,TX,MC ELHATTAN,LAREDO,29-09-2022,01-10-2022,0
SPRINTER,1240,KY,TX,RUSSELL SPRINGS,LAREDO,29-09-2022,30-09-2022,0
CARGO VAN,1354,IN,TX,GREENFIELD,LAREDO,29-09-2022,01-10-2022,0
CUBE VAN,1434,IL,TX,ELGIN,PHARR,29-09-2022,01-10-2022,0
CARGO VAN,1766,PA,TX,RIDGWAY,LAREDO,29-09-2022,01-10-2022,0
STRAIGHT TRUCK,315,KY,OH,BOWLING GREEN,CHILLICOTHE,29-09-2022,29-09-2022,0
CUBE VAN,1363,IN,TX,LAFAYETTE,LAREDO,29-09-2022,01-10-2022,0
CARGO VAN,1709,TX,MI,EL PASO,DETROIT,29-09-2022,03-10-2022,0
CARGO VAN,1640,TX,MI,DEL RIO,STERLING HEIGHTS,29-09-2022,01-10-2022,0
STRAIGHT TRUCK,1169,TX,IL,LAREDO,FLORA,29-09-2022,03-10-2022,0
SPRINTER,1697,TX,MI,EL PASO,DETROIT,29-09-2022,01-10-2022,0
STRAIGHT TRUCK,724,NC,IL,CLAREMONT,CHICAGO,29-09-2022,30-09-2022,0
SPRINTER,583,WI,OH,PRAIRIE DU CHIEN,BROOK PARK,29-09-2022,29-09-2022,0
SPRINTER,1624,MI,TX,WIXOM,LAREDO,29-09-2022,03-10-2022,0
CARGO VAN,1162,KS,AZ,OSAGE CITY,NOGALES,29-09-2022,30-09-2022,0
CARGO VAN,1643,MI,TX,HOLLY,LAREDO,29-09-2022,02-10-2022,0
STRAIGHT TRUCK,1936,SL,CA,VILLA DE REYES,LIVERMORE,29-09-2022,02-10-2022,0
SPRINTER,1640,MI,TX,AUBURN HILLS,LAREDO,29-09-2022,01-10-2022,0
CUBE VAN,1858,NX,MI,GUADALUPE,DETROIT,28-09-2022,03-10-2022,0
STRAIGHT TRUCK,2026,QA,OH,QUERÉTARO,URBANA,28-09-2022,03-10-2022,0
SPRINTER,1736,MI,TX,WARREN,EL PASO,28-09-2022,01-10-2022,0
CUBE VAN,2112,GJ,OH,SILAO,OREGON,28-09-2022,01-10-2022,0
CUBE VAN,1274,NX,AL,GARCIA MIRELES,HUNTSVILLE,28-09-2022,03-10-2022,0
CARGO VAN,2294,EM,OH,TOLUCA,SHEFFIELD VILLAGE,28-09-2022,03-10-2022,0
CARGO VAN,2372,MR,MI,CUAUTLA,DEARBORN,28-09-2022,02-10-2022,0
TRACTOR,1822,QA,KY,SANTA ROSA,LOUISVILLE,28-09-2022,03-10-2022,0
TRACTOR,1739,TX,MI,LAREDO,HIGHLAND PARK,28-09-2022,03-10-2022,0
CARGO VAN,1723,TX,MI,MCALLEN,STERLING HEIGHTS,28-09-2022,02-10-2022,0
TRACTOR,1581,AL,DF,COTTONDALE,TLÁHUAC,28-09-2022,02-10-2022,0
STRAIGHT TRUCK,1120,TX,TN,LAREDO,LEWISBURG,15-09-2022,17-09-2022,0
CARGO VAN,1584,OH,TX,MEDINA,LAREDO,15-09-2022,18-09-2022,0
STRAIGHT TRUCK,1626,MI,TX,WARREN,LAREDO,15-09-2022,17-09-2022,0
STRAIGHT TRUCK,1369,IN,TX,LAFAYETTE,LAREDO,15-09-2022,17-09-2022,0
CARGO VAN,1437,SC,TX,SUMMERVILLE,LAREDO,15-09-2022,17-09-2022,0
CUBE VAN,1704,MI,TX,ROMULUS,EL PASO,15-09-2022,17-09-2022,0
CARGO VAN,1269,TX,KY,LAREDO,LOUISVILLE,14-09-2022,17-09-2022,0
STRAIGHT TRUCK,2112,GJ,MI,SILAO,MONTAGUE,13-09-2022,17-09-2022,0
TRACTOR,1741,CU,MI,SALTILLO,BELLEVILLE,08-09-2022,12-09-2022,0
TRACTOR,2114,SL,MI,SAN LUIS POTOSÍ-QUIJOTE,DETROIT,08-09-2022,13-09-2022,0
STRAIGHT TRUCK,1643,TX,MI,LAREDO,STERLING HEIGHTS,08-09-2022,10-09-2022,0
SPRINTER,2215,TX,MI,LAREDO,WAYNE,08-09-2022,12-09-2022,0
SPRINTER,1270,TX,KY,LAREDO,LOUISVILLE,08-09-2022,10-09-2022,0
SPRINTER,1712,EM,AL,ADOLFO LÓPEZ MATEOS,HUNTSVILLE,08-09-2022,12-09-2022,0
SPRINTER,1815,TX,ON,EAGLE PASS,OAKVILLE,08-09-2022,12-09-2022,0
TRACTOR,1699,AZ,TN,NOGALES,SMYRNA,08-09-2022,10-09-2022,0
SPRINTER,1645,MI,TX,CHESTERFIELD,LAREDO,08-09-2022,10-09-2022,0
CARGO VAN,1882,TX,PA,LAREDO,MACUNGIE,08-09-2022,12-09-2022,0
CARGO VAN,2295,EM,OH,TOLUCA,AVON LAKE,08-09-2022,12-09-2022,0
STRAIGHT TRUCK,1592,NX,OH,APODACA,URBANA,08-09-2022,12-09-2022,0
STRAIGHT TRUCK,1795,CU,MI,CENTRO,DEARBORN,08-09-2022,12-09-2022,0
TRACTOR,2177,GJ,MI,SAN MIGUEL DE ALLENDE,DETROIT,08-09-2022,12-09-2022,0
SPRINTER,1277,TX,KY,LAREDO,LOUISVILLE,08-09-2022,12-09-2022,0
CARGO VAN,1860,CA,MO,SAN DIEGO,WENTZVILLE,08-09-2022,12-09-2022,0
CUBE VAN,1610,MI,TX,PLYMOUTH,LAREDO,08-09-2022,10-09-2022,0
CARGO VAN,2233,JA,MI,TLAQUEPAQUE,DETROIT,08-09-2022,12-09-2022,0
STRAIGHT TRUCK,1605,MI,TX,WAYNE,LAREDO,08-09-2022,10-09-2022,0
TRACTOR,1699,TN,AG,ATHENS,LUIS ORTEGA DOUGLAS,08-09-2022,10-09-2022,0
STRAIGHT TRUCK,1347,TX,KY,LAREDO,FLORENCE,01-09-2022,03-09-2022,0
CUBE VAN,497,TX,AG,LAREDO,AGUASCALIENTES,01-09-2022,02-09-2022,0
CUBE VAN,1347,TX,KY,LAREDO,FLORENCE,01-09-2022,02-09-2022,0
SPRINTER,1235,KY,TX,RUSSELL SPRINGS,LAREDO,01-09-2022,02-09-2022,0
CARGO VAN,1604,MI,TX,TAYLOR,LAREDO,01-09-2022,03-09-2022,0
CARGO VAN,1614,TX,MI,LAREDO,LIVONIA,01-09-2022,02-09-2022,0
STRAIGHT TRUCK,219,KY,KY,HOPKINSVILLE,GEORGETOWN,01-09-2022,01-09-2022,0
STRAIGHT TRUCK,1170,IN,TX,EVANSVILLE,LAREDO,01-09-2022,03-09-2022,0
CARGO VAN,1624,MI,TX,WIXOM,LAREDO,01-09-2022,03-09-2022,0
STRAIGHT TRUCK,1765,EM,TN,TEPOTZOTLÁN,PULASKI,31-08-2022,02-09-2022,0
TRACTOR,1804,CU,MI,RAMOS ARIZPE,REDFORD,31-08-2022,03-09-2022,0
STRAIGHT TRUCK,1649,TX,MI,LAREDO,DETROIT,31-08-2022,03-09-2022,0
STRAIGHT TRUCK,2295,EM,NV,NAUCALPAN,SPARKS,31-08-2022,03-09-2022,0
TRACTOR,1594,MI,TX,FLAT ROCK,LAREDO,31-08-2022,03-09-2022,0
SPRINTER,1643,TX,MI,LAREDO,STERLING HEIGHTS,25-08-2022,27-08-2022,0
TRACTOR,1791,CU,MI,SALTILLO,BELLEVILLE,25-08-2022,29-08-2022,0
TRACTOR,2056,SL,MI,SAN LUIS POTOSÍ,BELLEVILLE,25-08-2022,29-08-2022,0
STRAIGHT TRUCK,1347,TX,KY,LAREDO,FLORENCE,25-08-2022,27-08-2022,0
CARGO VAN,1624,MI,TX,DETROIT,LAREDO,25-08-2022,27-08-2022,0
TRACTOR,1612,TX,OH,LAREDO,SHEFFIELD VILLAGE,25-08-2022,29-08-2022,0
STRAIGHT TRUCK,1485,TX,KY,EL PASO,LOUISVILLE,25-08-2022,27-08-2022,0
SPRINTER,1811,AG,IL,SAN FRANCISCO DE LOS ROMO,MOKENA,25-08-2022,29-08-2022,0
CUBE VAN,1766,PA,TX,RIDGWAY,LAREDO,25-08-2022,27-08-2022,0
CARGO VAN,1098,NX,MO,SANTA CATARINA,CLAYCOMO,25-08-2022,29-08-2022,0
SPRINTER,188,TX,TX,LOS INDIOS,LAREDO,25-08-2022,26-08-2022,0
CARGO VAN,1604,MI,TX,TAYLOR,LAREDO,25-08-2022,28-08-2022,0
CARGO VAN,745,SC,MI,WALHALLA,STERLING HEIGHTS,25-08-2022,26-08-2022,0
CARGO VAN,159,KY,AL,FRANKLIN,MADISON,25-08-2022,25-08-2022,0
SPRINTER,291,IL,MI,ELMHURST,DEARBORN,25-08-2022,25-08-2022,0
TRACTOR,923,WI,NC,MANITOWOC,GASTONIA,25-08-2022,26-08-2022,0
TRACTOR,317,KY,MI,FLORENCE,FLINT,25-08-2022,25-08-2022,0
CARGO VAN,1848,CU,MI,RAMOS ARIZPE,ROMEO,24-08-2022,29-08-2022,0
TRACTOR,1804,CU,MI,RAMOS ARIZPE,REDFORD,24-08-2022,27-08-2022,0
STRAIGHT TRUCK,164,TX,NX,LAREDO,JUÁREZ,24-08-2022,25-08-2022,0
STRAIGHT TRUCK,1629,TX,MI,LAREDO,WARREN,24-08-2022,27-08-2022,0
CARGO VAN,1591,TX,MI,LAREDO,FLAT ROCK,24-08-2022,26-08-2022,0
STRAIGHT TRUCK,1235,KY,TX,RUSSELL SPRINGS,LAREDO,24-08-2022,26-08-2022,0
SPRINTER,1624,TX,MI,LAREDO,DETROIT,24-08-2022,27-08-2022,0
SPRINTER,1659,UT,MI,OGDEN,DETROIT,24-08-2022,26-08-2022,0
TRACTOR,2164,MI,SL,STANDISH,SAN LUIS POTOSÍ,24-08-2022,29-08-2022,0
TRACTOR,911,NE,OH,KEARNEY,DAYTON,24-08-2022,25-08-2022,0
STRAIGHT TRUCK,1754,NX,MI,ALMERÍA,LIVONIA,24-08-2022,29-08-2022,0
CARGO VAN,1789,CU,OH,CENTRO,SHEFFIELD LAKE,24-08-2022,29-08-2022,0
STRAIGHT TRUCK,1624,TX,MI,LAREDO,WARREN,24-08-2022,29-08-2022,0
TRACTOR,1739,TX,MI,LAREDO,HIGHLAND PARK,24-08-2022,29-08-2022,0
TRACTOR,1551,TN,SL,SPRING HILL,SAN LUIS,24-08-2022,29-08-2022,0
SPRINTER,1901,TN,QA,MORRISTOWN,BOSQUE DE LOS ENCINOS,24-08-2022,27-08-2022,0
TRACTOR,1993,NY,CU,BUFFALO,CENTRO,24-08-2022,27-08-2022,0
TRACTOR,1753,NX,OH,APODACA,WESTLAKE,24-08-2022,29-08-2022,0
STRAIGHT TRUCK,187,TX,CU,LAREDO,RAMOS ARIZPE,11-08-2022,12-08-2022,0
SPRINTER,1648,TX,OH,EL PASO,TOLEDO,11-08-2022,13-08-2022,0
TRACTOR,662,IN,AL,AUBURN,LINCOLN,11-08-2022,12-08-2022,0
CARGO VAN,204,TX,TX,BROWNSVILLE,LAREDO,11-08-2022,12-08-2022,0
TRACTOR,2056,SL,MI,SAN LUIS POTOSÍ,BELLEVILLE,11-08-2022,14-08-2022,0
CARGO VAN,1621,TX,MI,LAREDO,DETROIT,11-08-2022,13-08-2022,0
SPRINTER,530,GA,TN,POOLER,PORTLAND,11-08-2022,12-08-2022,0
STRAIGHT TRUCK,152,TX,TX,SAN ANTONIO,LAREDO,11-08-2022,11-08-2022,0
SPRINTER,383,KY,SC,BOWLING GREEN,DUNCAN,11-08-2022,12-08-2022,0
SPRINTER,1510,MI,TX,HOLLAND,LAREDO,11-08-2022,13-08-2022,0
TRACTOR,573,TN,KS,GALLATIN,KANSAS CITY,11-08-2022,11-08-2022,0
CARGO VAN,622,AR,KY,SILOAM SPRINGS,LOUISVILLE,11-08-2022,12-08-2022,0
CUBE VAN,1347,TX,KY,LAREDO,FLORENCE,11-08-2022,12-08-2022,0
CARGO VAN,1433,TX,SC,LAREDO,CHERAW,11-08-2022,12-08-2022,0
STRAIGHT TRUCK,1378,SC,TX,ROCK HILL,LAREDO,11-08-2022,13-08-2022,0
STRAIGHT TRUCK,840,ND,IA,MINOT,WALCOTT,11-08-2022,12-08-2022,0
TRACTOR,460,TN,IL,SPRINGFIELD,CHICAGO,11-08-2022,12-08-2022,0
STRAIGHT TRUCK,444,JA,CU,TLAJOMULCO DE ZUÑIGA,SALTILLO,11-08-2022,11-08-2022,0
SPRINTER,188,TX,TX,LOS INDIOS,LAREDO,10-08-2022,11-08-2022,0
TRACTOR,1170,IL,TX,FLORA,LAREDO,10-08-2022,12-08-2022,0
TRACTOR,1804,CU,MI,RAMOS ARIZPE,REDFORD,10-08-2022,13-08-2022,0
CARGO VAN,1353,TX,KY,LAREDO,DRY RIDGE,10-08-2022,11-08-2022,0
SPRINTER,1634,TX,OH,PHARR,TOLEDO,10-08-2022,12-08-2022,0
SPRINTER,1709,OH,NX,PERRYSBURG,SANTA CATARINA,10-08-2022,12-08-2022,0
STRAIGHT TRUCK,1486,GJ,TN,SILAO,RIPLEY,10-08-2022,13-08-2022,0
TRACTOR,1754,NX,MI,APODACA CENTRO,LIVONIA,09-08-2022,13-08-2022,0
TRACTOR,1728,SL,KY,CENTRO,LOUISVILLE,09-08-2022,13-08-2022,0
SPRINTER,1176,TX,IL,LAREDO,SHELBYVILLE,04-08-2022,06-08-2022,0
STRAIGHT TRUCK,2056,SL,MI,SAN LUIS POTOSÍ,BELLEVILLE,04-08-2022,07-08-2022,0
TRACTOR,2069,SL,MI,SAN LUIS POTOSÍ,BELLEVILLE,04-08-2022,08-08-2022,0
SPRINTER,1624,TX,MI,LAREDO,CENTER LINE,04-08-2022,08-08-2022,0
SPRINTER,1477,TX,KY,EL PASO,LOUISVILLE,04-08-2022,08-08-2022,0
SPRINTER,1235,KY,TX,RUSSELL SPRINGS,LAREDO,04-08-2022,07-08-2022,0
TRACTOR,1754,NX,MI,APODACA CENTRO,LIVONIA,04-08-2022,08-08-2022,0
SPRINTER,1640,MI,TX,AUBURN HILLS,LAREDO,04-08-2022,06-08-2022,0
SPRINTER,1162,KY,TX,HENDERSON,LAREDO,04-08-2022,08-08-2022,0
CARGO VAN,1358,IL,TX,BELVIDERE,LAREDO,04-08-2022,08-08-2022,0
TRACTOR,1679,CU,OH,SALTILLO,LIMA,04-08-2022,08-08-2022,0
TRACTOR,2060,MI,SL,ANN ARBOR,SAN LUIS POTOSÍ,04-08-2022,09-08-2022,0
STRAIGHT TRUCK,1490,MI,TX,CONSTANTINE,LAREDO,04-08-2022,08-08-2022,0
TRACTOR,2060,MI,SL,ANN ARBOR,SAN LUIS POTOSÍ,04-08-2022,09-08-2022,0
CUBE VAN,1570,VA,TX,FOREST,LAREDO,04-08-2022,08-08-2022,0
TRACTOR,1264,CU,KY,PIEDRAS NEGRAS,LOUISVILLE,03-08-2022,07-08-2022,0
CARGO VAN,252,TN,KY,FAYETTEVILLE,LOUISVILLE,28-07-2022,29-07-2022,0
STRAIGHT TRUCK,1659,TX,MI,LAREDO,STERLING HEIGHTS,28-07-2022,30-07-2022,0
TRACTOR,2069,SL,MI,SAN LUIS POTOSÍ,BELLEVILLE,28-07-2022,29-07-2022,0
CARGO VAN,1666,TX,MI,LAREDO,MOUNT CLEMENS,28-07-2022,30-07-2022,0
TRACTOR,1643,TX,MI,LAREDO,STERLING HEIGHTS,28-07-2022,30-07-2022,0
STRAIGHT TRUCK,1543,MI,TX,GRAND RAPIDS,LAREDO,28-07-2022,30-07-2022,0
